enrollee_id,education_level,major_discipline,university_id
13724,Masters,STEM,1226
3338,,,1584
26843,Graduate,STEM,1525
32951,Graduate,STEM,1215
19273,Graduate,STEM,1294
28206,Graduate,STEM,1125
24075,Graduate,STEM,1341
25829,Graduate,No Major,1431
7330,Masters,Humanities,1230
23490,Graduate,STEM,1809
3174,Masters,STEM,1919
21559,Graduate,STEM,1507
20274,Masters,STEM,1887
9759,Graduate,STEM,1139
10617,Masters,STEM,1452
5028,Graduate,STEM,1657
25245,Graduate,STEM,1492
31747,Graduate,STEM,1949
10547,Graduate,STEM,1147
30087,Graduate,STEM,1988
25201,Graduate,STEM,1040
27210,Masters,STEM,1236
5231,Masters,STEM,1403
13797,Graduate,STEM,1461
24828,Graduate,STEM,1467
25254,Graduate,STEM,1843
7843,Graduate,STEM,1888
20208,Graduate,STEM,1876
31032,Masters,Business Degree,1616
31960,Masters,Other,1600
30247,Graduate,STEM,1825
19036,Graduate,STEM,1866
18408,Masters,STEM,1602
32658,,,1089
27073,Graduate,STEM,1462
1811,Graduate,STEM,1204
26975,High School,,1174
8059,Graduate,STEM,1542
8176,Masters,STEM,1382
3272,Graduate,STEM,1339
10484,Graduate,STEM,1313
22820,Graduate,STEM,1528
21640,Graduate,STEM,1068
32986,Graduate,STEM,1971
7538,Masters,STEM,1383
19084,Graduate,STEM,1954
15716,Masters,Other,1849
23733,Graduate,STEM,1649
15499,Graduate,Other,1828
23355,Primary School,,1640
25195,High School,,1202
3643,,,1819
31670,Graduate,Humanities,1568
111,Graduate,STEM,1152
5895,Masters,STEM,1149
14435,Graduate,STEM,1499
20393,Graduate,No Major,1977
20836,High School,,1856
18592,Graduate,STEM,1381
22583,Graduate,STEM,1771
4984,Graduate,Arts,1562
2930,High School,,1199
8106,Masters,STEM,1607
28704,Masters,STEM,1563
24001,Graduate,STEM,1227
2884,Graduate,STEM,1982
8347,High School,,1546
3480,Masters,Humanities,1805
31651,Primary School,,1325
21427,Graduate,STEM,1062
21395,Graduate,STEM,1919
11959,Masters,STEM,1861
20994,Masters,STEM,1541
3514,Graduate,STEM,1227
33125,Graduate,STEM,1789
5148,Graduate,STEM,1318
7831,Graduate,STEM,1997
2951,High School,,1189
1951,Masters,STEM,1596
10067,Masters,STEM,1624
872,Graduate,STEM,1883
11348,Graduate,STEM,1552
33338,,,1269
24657,Graduate,STEM,1745
20441,Masters,STEM,1358
28196,Masters,STEM,1361
19312,Graduate,STEM,1886
4840,High School,,1058
19007,Graduate,STEM,1408
30845,Masters,STEM,1300
17421,Graduate,STEM,1442
27931,Graduate,STEM,1881
4977,Graduate,STEM,1849
28706,Graduate,No Major,1924
19212,Graduate,STEM,1417
7941,Masters,STEM,1671
30279,Graduate,STEM,1692
17050,Graduate,STEM,1357
25742,Graduate,Humanities,1007
14179,Graduate,STEM,1687
1597,Primary School,,1634
17255,Graduate,STEM,1732
11772,Masters,STEM,1086
18386,Graduate,STEM,1065
4580,Masters,STEM,1536
29376,Graduate,STEM,1285
30266,High School,,1168
15495,Masters,STEM,1617
1854,Graduate,STEM,1359
27631,High School,,1410
21910,High School,,1928
16616,Masters,STEM,1364
3315,Masters,STEM,1176
2785,Masters,STEM,1176
16221,Masters,STEM,1111
15749,Masters,STEM,1745
23759,High School,,1576
24692,Graduate,STEM,1785
32011,Graduate,STEM,1978
20674,Masters,STEM,1685
22852,High School,,1963
7934,Graduate,STEM,1182
30625,Graduate,No Major,1817
4233,Graduate,STEM,1240
13038,Masters,STEM,1013
16378,High School,,1578
15308,,,1381
26380,Masters,STEM,1302
8642,High School,,1830
3988,Graduate,STEM,1953
24186,Graduate,STEM,1594
11455,Graduate,STEM,1957
1875,Masters,Business Degree,1125
11286,Graduate,STEM,1701
8165,Graduate,STEM,1249
17951,Masters,STEM,1430
27782,,,1108
7507,High School,,1453
12562,Graduate,STEM,1950
5783,Masters,STEM,1197
1932,Graduate,STEM,1629
13565,Graduate,STEM,1775
2407,Graduate,STEM,1023
14049,Masters,STEM,1776
20394,Graduate,STEM,1513
25646,Graduate,STEM,1878
21641,Graduate,STEM,1690
15664,High School,,1901
26316,Masters,STEM,1962
25527,Masters,STEM,1689
8704,Graduate,STEM,1341
11110,Masters,STEM,1272
31913,Primary School,,1366
3724,Graduate,STEM,1643
22898,Masters,STEM,1374
27839,Graduate,STEM,1841
8194,Masters,STEM,1842
19936,Graduate,Business Degree,1323
914,Graduate,STEM,1672
19506,Masters,STEM,1652
1766,Graduate,STEM,1366
26472,Masters,STEM,1667
5638,Masters,STEM,1495
9360,Phd,STEM,1558
9550,Graduate,STEM,1393
20190,Phd,STEM,1765
6350,Graduate,STEM,1205
19308,Graduate,STEM,1776
30140,Graduate,STEM,1480
18624,Graduate,STEM,1433
7744,Graduate,STEM,1028
14723,High School,,1114
2200,Graduate,STEM,1506
18923,Graduate,STEM,1635
31088,Graduate,STEM,1769
13401,Graduate,STEM,1877
19440,Graduate,STEM,1767
22897,Graduate,STEM,1526
12603,High School,,1215
19628,Graduate,STEM,1929
10088,Masters,STEM,1390
3873,Graduate,STEM,1344
15941,Graduate,Other,1768
24840,Graduate,STEM,1113
7917,Primary School,,1205
24719,Graduate,STEM,1647
2901,Graduate,,1715
20414,Graduate,STEM,1230
3719,Masters,STEM,1503
31846,Graduate,STEM,1409
7170,Graduate,STEM,1398
17420,Graduate,STEM,1120
2288,Masters,STEM,1827
6386,High School,,1310
1359,Masters,STEM,1510
10194,Phd,STEM,1917
7984,Graduate,STEM,1295
11074,Phd,STEM,1150
6437,Graduate,STEM,1637
14256,Graduate,STEM,1447
9869,Graduate,STEM,1754
30278,Graduate,Arts,1691
30778,Graduate,STEM,1180
24406,Graduate,STEM,1863
9480,Graduate,STEM,1468
11989,Masters,STEM,1382
25055,High School,,1782
6973,Masters,STEM,1041
23744,Graduate,STEM,1911
31350,Graduate,No Major,1374
27428,Masters,Humanities,1436
19940,Graduate,STEM,1947
9995,Graduate,Humanities,1683
6075,Graduate,STEM,1942
24137,Graduate,STEM,1510
22011,Masters,STEM,1207
16259,Graduate,STEM,1527
2873,Graduate,STEM,1935
30211,Graduate,STEM,1038
13271,,,1340
27918,Graduate,STEM,1916
4861,Graduate,STEM,1151
23062,Graduate,STEM,1748
30599,Graduate,Other,1681
22321,Graduate,STEM,1702
32993,Masters,STEM,1615
15872,High School,,1479
4239,Primary School,,1850
17410,Masters,STEM,1887
7362,Graduate,STEM,1556
10972,Masters,STEM,1822
13169,Graduate,STEM,1737
1834,Masters,STEM,1633
411,Graduate,Arts,1537
2233,Graduate,STEM,1051
17473,Graduate,STEM,1337
26952,Graduate,Humanities,1283
26745,Graduate,STEM,1560
28235,High School,,1670
13625,Graduate,STEM,1493
9452,Graduate,STEM,1299
8227,Masters,STEM,1200
18675,Graduate,STEM,1196
27954,Graduate,STEM,1502
26459,Graduate,STEM,1679
9118,High School,,1764
29286,Masters,STEM,1105
13510,Masters,STEM,1817
5385,Graduate,STEM,1684
10914,Graduate,STEM,1213
31120,Masters,STEM,1246
30828,Graduate,STEM,1578
8717,Graduate,STEM,1382
10638,High School,,1156
23681,High School,,1381
16476,Masters,STEM,1495
28557,Masters,STEM,1845
14079,Graduate,STEM,1498
3946,Graduate,STEM,1947
11534,Graduate,STEM,1706
7586,Graduate,STEM,1616
12573,Masters,STEM,1448
5451,Graduate,STEM,1579
19562,Masters,STEM,1576
17187,Graduate,STEM,1390
20399,Graduate,STEM,1440
5159,High School,,1390
8275,Graduate,STEM,1039
21424,Graduate,STEM,1756
1109,Masters,STEM,1209
32358,Graduate,STEM,1554
11487,Graduate,STEM,1050
5914,Graduate,STEM,1198
23946,High School,,1688
20442,Masters,STEM,1227
16674,Masters,STEM,1845
1919,High School,,1541
3990,High School,,1593
13588,Graduate,STEM,1456
13620,Graduate,No Major,1271
2276,Graduate,STEM,1426
18380,Graduate,STEM,1606
29106,Graduate,No Major,1305
19463,Graduate,STEM,1160
6614,Masters,STEM,1458
1587,,,1801
28637,Masters,STEM,1068
24636,High School,,1782
5629,Masters,STEM,1133
33220,Masters,STEM,1569
20350,Graduate,STEM,1094
20420,Phd,STEM,1769
24002,Graduate,STEM,1751
23022,Graduate,STEM,1594
856,High School,,1477
21521,High School,,1457
19663,Graduate,STEM,1089
7760,Masters,STEM,1600
15149,Graduate,STEM,1536
25381,Graduate,STEM,1548
17505,Graduate,STEM,1728
7735,Graduate,STEM,1475
25307,Graduate,STEM,1829
29377,Graduate,STEM,1115
26521,Graduate,STEM,1575
33078,Masters,No Major,1058
9779,Masters,Humanities,1198
5657,Graduate,STEM,1454
29407,,,1320
17196,High School,,1379
22960,Graduate,STEM,1162
9117,High School,,1023
16456,Graduate,STEM,1245
12269,Graduate,STEM,1347
12161,Graduate,STEM,1859
4235,Phd,STEM,1702
19469,Graduate,STEM,1084
23975,Masters,STEM,1961
28402,Graduate,STEM,1583
417,Graduate,STEM,1940
19254,Masters,STEM,1376
28310,Graduate,STEM,1883
6856,High School,,1903
9454,Primary School,,1905
33332,Graduate,STEM,1081
26935,High School,,1853
10904,Graduate,STEM,1290
23731,Graduate,STEM,1619
26811,High School,,1052
23496,Primary School,,1774
29405,Graduate,STEM,1150
12959,Graduate,STEM,1226
18919,Graduate,STEM,1329
20937,Masters,STEM,1457
17298,Graduate,STEM,1185
3638,Graduate,STEM,1920
12673,High School,,1121
4895,Masters,STEM,1956
7655,Graduate,STEM,1012
22285,Graduate,STEM,1811
20040,Graduate,STEM,1773
1364,Graduate,Other,1153
27466,Masters,Humanities,1096
21150,Graduate,STEM,1954
30943,Graduate,STEM,1974
29666,Graduate,STEM,1731
2918,Masters,STEM,1087
11504,Graduate,STEM,1054
21964,Masters,STEM,1957
20251,High School,,1986
293,Graduate,STEM,1848
22931,Masters,STEM,1910
4665,Graduate,Humanities,1471
9669,Graduate,Other,1956
31002,Masters,STEM,1585
30275,Primary School,,1464
33184,Graduate,STEM,1846
27369,Graduate,STEM,1220
11871,High School,,1697
15673,High School,,1476
6539,Graduate,STEM,1580
8789,Masters,STEM,1342
24792,Graduate,STEM,1207
30413,Graduate,STEM,1182
5233,Masters,STEM,1481
2992,Masters,STEM,1313
16889,Masters,STEM,1870
33032,Graduate,STEM,1019
20868,Phd,STEM,1541
5776,Masters,STEM,1584
31101,Phd,STEM,1356
29986,Masters,STEM,1422
10502,Masters,STEM,1423
12973,High School,,1194
1594,Graduate,STEM,1233
23155,Masters,STEM,1931
23145,Graduate,STEM,1626
4585,Graduate,STEM,1304
18096,Masters,Humanities,1813
6754,Phd,Humanities,1389
25356,High School,,1159
30516,Graduate,STEM,1929
15614,Graduate,STEM,1320
9215,Graduate,STEM,1795
28761,Graduate,STEM,1812
28667,Graduate,Arts,1022
3104,High School,,1251
19808,Graduate,STEM,1430
21806,Graduate,STEM,1928
2559,Graduate,STEM,1115
27780,High School,,1239
20123,Masters,STEM,1298
2239,High School,,1924
5990,Graduate,STEM,1628
30172,Graduate,STEM,1223
1311,Graduate,STEM,1484
18279,Graduate,STEM,1644
3856,Graduate,STEM,1609
3393,Masters,STEM,1211
25907,High School,,1034
12377,Masters,STEM,1081
32806,Graduate,STEM,1083
8118,Graduate,STEM,1497
29936,Masters,Humanities,1096
14565,Masters,STEM,1872
31890,Graduate,STEM,1446
21980,Graduate,STEM,1732
15090,Graduate,STEM,1610
26529,Graduate,STEM,1494
12964,Masters,STEM,1315
32940,Masters,STEM,1870
5360,Masters,STEM,1537
23945,Graduate,STEM,1032
18045,,,1023
21834,Graduate,STEM,1635
19107,Primary School,,1729
19594,Masters,STEM,1944
13355,Masters,STEM,1541
11209,Graduate,STEM,1836
17391,Graduate,STEM,1818
1084,Graduate,STEM,1292
18644,Graduate,STEM,1917
33079,Graduate,STEM,1525
600,Graduate,STEM,1143
16842,Graduate,STEM,1503
6198,Graduate,STEM,1478
24205,Graduate,STEM,1747
31442,High School,,1624
27907,Graduate,STEM,1823
7546,Graduate,STEM,1926
805,Masters,STEM,1377
7886,Graduate,STEM,1641
13413,Masters,STEM,1313
22198,Masters,STEM,1169
19675,Masters,STEM,1330
13242,Masters,Humanities,1466
5229,Graduate,STEM,1366
22729,Graduate,STEM,1176
9981,High School,,1263
23004,Masters,Other,1494
31221,Masters,STEM,1490
7943,Graduate,STEM,1407
28430,Graduate,STEM,1705
20655,Graduate,STEM,1574
11575,Masters,STEM,1302
9615,Masters,STEM,1407
22252,Masters,STEM,1498
17906,Graduate,STEM,1997
11832,Masters,STEM,1473
27258,Masters,STEM,1956
25975,Graduate,STEM,1271
29901,Masters,STEM,1322
10249,Graduate,Humanities,1670
31312,Masters,STEM,1763
14974,Graduate,STEM,1681
29503,Masters,STEM,1035
4990,Graduate,STEM,1375
9342,Masters,STEM,1072
28264,Masters,STEM,1093
29380,Graduate,STEM,1222
33076,Graduate,Business Degree,1814
20606,Graduate,STEM,1709
32927,Masters,STEM,1396
13725,Graduate,STEM,1823
9432,Masters,Business Degree,1167
10713,Graduate,STEM,1019
4812,Graduate,STEM,1678
609,Graduate,STEM,1765
4625,Graduate,STEM,1610
14195,Masters,STEM,1897
806,,,1585
10378,,,1239
6184,,,1748
5450,Phd,STEM,1569
19270,Graduate,STEM,1247
4982,Graduate,STEM,1659
6125,Graduate,Arts,1461
25734,Graduate,Business Degree,1108
13115,Masters,STEM,1829
28725,Graduate,STEM,1400
5761,Masters,STEM,1223
15643,Graduate,STEM,1707
19733,Masters,STEM,1905
20528,Masters,STEM,1220
18520,Masters,Humanities,1503
28232,Masters,Other,1582
24877,Graduate,STEM,1056
18065,Masters,STEM,1397
10545,Graduate,STEM,1955
4612,High School,,1005
5271,Graduate,STEM,1327
13860,Graduate,STEM,1995
17880,Graduate,Humanities,1706
20512,,,1370
32992,High School,,1424
12984,Masters,STEM,1354
7389,Graduate,STEM,1211
19074,Graduate,STEM,1398
13675,High School,,1836
11884,Graduate,Business Degree,1852
13077,Masters,STEM,1827
17441,High School,,1528
7944,Graduate,STEM,1378
17014,Masters,STEM,1205
31408,Graduate,STEM,1459
11711,Graduate,Business Degree,1328
29428,Graduate,Humanities,1007
20223,Graduate,STEM,1119
4640,High School,,1386
13701,High School,,1264
2265,Graduate,STEM,1148
29188,Graduate,STEM,1872
24285,Graduate,STEM,1640
8490,Graduate,STEM,1484
17116,Graduate,STEM,1181
1925,Graduate,STEM,1519
15875,Graduate,STEM,1126
9825,Graduate,STEM,1387
1909,Graduate,STEM,1181
28448,Masters,Humanities,1732
16693,Graduate,Arts,1987
29178,Graduate,STEM,1599
28994,Graduate,STEM,1501
3861,Graduate,STEM,1966
9391,Graduate,STEM,1634
18840,Graduate,STEM,1645
31783,Graduate,STEM,1259
20259,Masters,STEM,1548
10477,Graduate,STEM,1186
29524,High School,,1048
1409,Graduate,STEM,1372
2710,Graduate,STEM,1481
2109,High School,,1075
11875,Graduate,Other,1810
12768,Masters,STEM,1320
8052,Masters,STEM,1268
2783,Graduate,STEM,1972
22710,Graduate,STEM,1198
443,High School,,1448
11220,Graduate,STEM,1789
23923,Graduate,STEM,1218
29852,Graduate,STEM,1604
20055,Graduate,Business Degree,1223
13127,High School,,1355
19033,High School,,1456
28747,Masters,STEM,1738
8187,Graduate,STEM,1554
10601,Masters,STEM,1356
5155,Graduate,Business Degree,1210
20293,Phd,STEM,1814
19858,Graduate,STEM,1965
7246,Masters,Other,1551
20481,Graduate,STEM,1763
2958,Graduate,STEM,1481
5645,Masters,STEM,1139
3507,High School,,1928
31004,Graduate,STEM,1779
496,High School,,1187
19482,Masters,STEM,1109
15692,Graduate,STEM,1250
2702,High School,,1788
1029,Graduate,Arts,1322
8918,Graduate,STEM,1174
26300,Graduate,STEM,1833
24183,Graduate,STEM,1811
4658,Graduate,Other,1972
8909,Graduate,Other,1418
22309,Graduate,Humanities,1871
19709,Masters,STEM,1138
23603,Graduate,STEM,1372
17935,Graduate,STEM,1591
21336,,,1596
11253,Graduate,STEM,1490
33020,Graduate,STEM,1175
13237,Graduate,STEM,1956
6227,Graduate,STEM,1908
9100,Masters,STEM,1587
14633,Masters,STEM,1444
5621,Graduate,STEM,1668
32603,,,1645
16793,Graduate,STEM,1450
4721,Graduate,Humanities,1913
13283,Graduate,STEM,1155
19274,Masters,STEM,1556
16497,Graduate,STEM,1591
11073,High School,,1400
25883,High School,,1972
20310,High School,,1153
19157,Masters,STEM,1618
1802,Graduate,STEM,1431
32331,Graduate,STEM,1608
3451,Masters,STEM,1079
990,High School,,1696
26972,Graduate,STEM,1065
22179,Graduate,STEM,1747
25846,Masters,STEM,1285
29197,Graduate,STEM,1701
13897,High School,,1646
11688,High School,,1585
2306,Masters,STEM,1332
1124,Graduate,STEM,1905
2313,Graduate,STEM,1675
30758,High School,,1873
1018,Graduate,STEM,1398
32985,Masters,STEM,1500
30782,Graduate,Business Degree,1318
13848,High School,,1528
14237,Graduate,STEM,1083
8114,Graduate,STEM,1299
10261,Graduate,STEM,1101
5866,,,1778
19852,Masters,STEM,1982
13546,Graduate,STEM,1502
19236,Graduate,STEM,1189
6207,Graduate,STEM,1037
8389,Graduate,STEM,1069
16887,Graduate,STEM,1516
16945,Graduate,STEM,1303
26979,Graduate,STEM,1925
317,Graduate,STEM,1355
23563,Graduate,STEM,1426
15948,Masters,Arts,1684
5859,Masters,Humanities,1082
23622,Phd,STEM,1924
21973,Graduate,STEM,1862
25864,Primary School,,1748
10943,Graduate,STEM,1763
17172,Masters,STEM,1433
13525,Masters,STEM,1686
19005,Primary School,,1031
8295,Graduate,STEM,1469
11612,Masters,STEM,1399
3119,Graduate,STEM,1157
10187,Graduate,STEM,1754
32700,Graduate,STEM,1264
9820,Graduate,STEM,1070
30490,Graduate,STEM,1937
32039,Graduate,STEM,1900
27831,Masters,STEM,1792
16238,Graduate,STEM,1539
29297,Graduate,STEM,1609
24743,Graduate,STEM,1999
26953,Graduate,STEM,1421
32899,Graduate,STEM,1786
23934,Graduate,Humanities,1170
16409,Graduate,STEM,1891
4041,Masters,STEM,1393
25756,Masters,STEM,1716
1151,Masters,STEM,1290
32061,Masters,STEM,1652
4722,Masters,STEM,1349
31479,Masters,STEM,1904
12201,Masters,STEM,1027
18742,Masters,STEM,1486
12893,Graduate,STEM,1068
26960,Graduate,STEM,1680
4176,Graduate,STEM,1035
18925,Graduate,STEM,1854
7924,Graduate,STEM,1857
24552,Masters,STEM,1374
28601,Graduate,STEM,1296
6396,Masters,STEM,1310
6706,Graduate,Other,1535
1269,Graduate,STEM,1055
27982,Graduate,STEM,1819
6169,Graduate,STEM,1527
30459,Graduate,STEM,1620
15752,Graduate,STEM,1840
5147,Graduate,STEM,1759
10534,Masters,STEM,1785
3569,Graduate,STEM,1910
8605,Graduate,STEM,1912
15167,Masters,STEM,1946
8552,Graduate,STEM,1723
7397,Graduate,STEM,1340
33157,Graduate,No Major,1709
24653,Graduate,STEM,1848
3585,Masters,STEM,1550
1122,Graduate,STEM,1703
17847,Masters,STEM,1352
31126,Graduate,STEM,1594
19457,Graduate,STEM,1995
9522,Masters,STEM,1510
19339,Graduate,STEM,1284
3998,Graduate,STEM,1793
24658,Graduate,No Major,1212
28714,Masters,STEM,1078
12698,Graduate,STEM,1251
12390,Graduate,No Major,1548
21866,Phd,STEM,1513
421,,,1673
27110,Graduate,STEM,1223
12947,High School,,1212
31373,Masters,STEM,1312
26605,Graduate,No Major,1391
20733,Masters,STEM,1576
21995,Graduate,STEM,1193
13501,Graduate,STEM,1882
15119,Graduate,STEM,1299
30444,Graduate,Business Degree,1877
20494,Graduate,Other,1318
18126,Graduate,STEM,1568
7234,Graduate,STEM,1246
15490,Graduate,STEM,1930
31997,Masters,STEM,1057
15191,Graduate,STEM,1914
19727,High School,,1659
4986,Graduate,STEM,1274
4759,Masters,STEM,1208
19646,Graduate,No Major,1772
33059,Graduate,STEM,1597
18475,Graduate,STEM,1247
7627,Graduate,Business Degree,1500
33075,Masters,STEM,1793
13880,Graduate,STEM,1322
15964,Graduate,STEM,1808
24916,Graduate,STEM,1900
6781,Graduate,STEM,1919
28978,Masters,STEM,1617
1826,Masters,STEM,1785
28416,Graduate,STEM,1351
22523,Masters,STEM,1378
7767,High School,,1167
463,Graduate,STEM,1891
14756,Masters,STEM,1079
3725,Masters,Humanities,1429
13177,High School,,1368
10799,Graduate,STEM,1832
5794,Graduate,STEM,1556
10013,Graduate,STEM,1617
13919,Graduate,STEM,1018
5813,Graduate,STEM,1129
2745,Graduate,STEM,1735
27519,Masters,STEM,1547
2563,Graduate,STEM,1513
5057,Masters,STEM,1785
15988,Graduate,STEM,1161
28491,High School,,1278
6015,Masters,STEM,1300
30093,High School,,1785
18223,Masters,STEM,1136
31447,Graduate,STEM,1277
20043,Graduate,STEM,1565
18094,High School,,1515
20391,Graduate,STEM,1201
10642,High School,,1483
8155,Graduate,STEM,1333
13481,Masters,STEM,1579
12765,Masters,STEM,1821
1935,Masters,STEM,1455
15584,Graduate,STEM,1447
12370,Graduate,Business Degree,1172
11280,Masters,Business Degree,1289
14742,Masters,STEM,1770
17637,Graduate,STEM,1151
18852,High School,,1108
19039,Graduate,STEM,1571
18455,Phd,STEM,1783
23044,Masters,STEM,1352
9256,Graduate,STEM,1849
7288,High School,,1004
1490,High School,,1642
27100,Graduate,STEM,1966
2544,Graduate,Business Degree,1408
5334,Graduate,STEM,1528
22067,Graduate,STEM,1954
23206,Masters,STEM,1156
6773,Phd,STEM,1750
18695,High School,,1365
20314,Graduate,STEM,1841
6961,Graduate,STEM,1664
29157,Graduate,STEM,1467
29824,Primary School,,1922
1682,Graduate,STEM,1191
10770,Graduate,STEM,1906
9610,Graduate,STEM,1792
15031,Graduate,STEM,1973
5041,Graduate,STEM,1807
10869,High School,,1962
11159,Graduate,STEM,1703
25651,Graduate,STEM,1086
3838,Phd,STEM,1806
9079,Masters,STEM,1110
877,Graduate,STEM,1785
20292,Masters,Arts,1639
9642,Graduate,STEM,1051
24706,High School,,1092
6776,Graduate,STEM,1697
10715,High School,,1704
25743,Masters,Humanities,1636
2932,Masters,STEM,1856
26041,Graduate,STEM,1610
29418,Graduate,STEM,1550
32297,Graduate,STEM,1421
10664,Masters,STEM,1160
11453,Masters,STEM,1726
8428,Graduate,Humanities,1484
19022,Graduate,Business Degree,1434
121,Graduate,STEM,2000
24004,Masters,STEM,1046
16401,High School,,1309
10750,Graduate,STEM,1464
7641,Graduate,STEM,1547
11529,Graduate,STEM,1874
18873,Masters,STEM,1698
11827,Graduate,STEM,1580
28600,,,1934
17351,Graduate,STEM,1171
2359,Graduate,STEM,1398
6788,Graduate,STEM,1378
3663,Graduate,STEM,1980
14924,High School,,1748
19520,Graduate,STEM,1276
28180,Masters,STEM,1703
8274,Masters,STEM,1687
5164,Graduate,STEM,1472
11969,Graduate,STEM,1886
2590,Graduate,STEM,1268
22810,Masters,STEM,1158
25175,Graduate,STEM,1101
14376,High School,,1400
26072,High School,,1058
14299,Graduate,STEM,1358
11448,Graduate,STEM,1110
31689,Graduate,STEM,1463
9314,Graduate,STEM,1673
31865,Masters,STEM,1061
9854,Graduate,STEM,1887
4515,Phd,STEM,1793
9191,Masters,STEM,1766
32816,Masters,STEM,1138
18500,Masters,STEM,1962
20502,Graduate,STEM,1086
4374,High School,,1595
23316,Graduate,STEM,1315
9625,Masters,STEM,1531
18182,Graduate,STEM,1129
24633,Graduate,Arts,1247
14164,Graduate,STEM,1432
8475,Graduate,STEM,1379
16162,Graduate,STEM,1833
27375,Graduate,STEM,1504
27037,Graduate,STEM,1249
22352,Masters,Humanities,1458
12373,,,1277
1375,Graduate,STEM,1472
453,Graduate,STEM,1820
9221,High School,,1804
30458,Graduate,STEM,1765
31711,Masters,STEM,1026
450,Graduate,STEM,1520
4594,Masters,STEM,1156
3088,Masters,STEM,1299
21253,Graduate,STEM,1845
16247,High School,,1873
1502,Graduate,STEM,1667
8039,Graduate,Business Degree,1868
17606,High School,,1312
29669,High School,,1430
4224,Graduate,STEM,1317
13258,Graduate,STEM,1413
30085,Graduate,STEM,1847
6422,Primary School,,1076
19738,Graduate,STEM,1221
14605,Masters,STEM,1388
17839,Graduate,STEM,1285
1158,Graduate,STEM,1328
418,Masters,STEM,1839
20810,Graduate,Arts,1347
11416,Graduate,STEM,1770
16733,Graduate,Arts,1356
5767,Graduate,STEM,1211
16547,Masters,STEM,1130
9818,Graduate,STEM,1259
2372,Masters,STEM,1709
1341,Graduate,STEM,1716
28633,Masters,STEM,1781
26672,Graduate,STEM,1138
21837,Graduate,STEM,1974
32161,Primary School,,1561
24367,Masters,Arts,1532
5328,Graduate,Other,1632
18927,Graduate,STEM,1896
5768,High School,,1113
23020,Graduate,STEM,1824
775,High School,,1677
13404,Masters,STEM,1786
2400,Graduate,STEM,1473
26941,,,1586
9044,Graduate,STEM,1651
10444,High School,,1441
29677,High School,,1157
17596,Graduate,STEM,1707
1814,Graduate,STEM,1919
28458,Graduate,STEM,1122
28956,Primary School,,1599
16876,Graduate,STEM,1921
15577,Graduate,Other,1441
2754,Graduate,STEM,1613
10349,Masters,STEM,1221
4154,Masters,STEM,1143
154,Masters,STEM,1788
12685,High School,,1789
28568,Graduate,Humanities,1207
21337,Graduate,STEM,1605
29436,Graduate,STEM,1802
756,Graduate,STEM,1607
4787,Masters,STEM,1754
3764,Graduate,Humanities,1036
30330,High School,,1775
27897,High School,,1959
955,Masters,STEM,1483
22823,Phd,STEM,1503
6942,Graduate,STEM,1472
8876,Graduate,STEM,1350
25746,Masters,STEM,1918
17988,Graduate,Arts,1492
23925,High School,,1540
20283,Graduate,STEM,1930
6297,,,1399
26143,Graduate,STEM,1234
14517,Phd,STEM,1841
25336,Graduate,STEM,1039
23026,Graduate,STEM,1595
32005,Graduate,STEM,1309
21489,Graduate,STEM,1042
19153,High School,,1026
29509,High School,,1796
17159,Graduate,STEM,1058
15422,Graduate,STEM,1336
22559,Graduate,STEM,1785
29455,Graduate,STEM,1523
7118,Graduate,STEM,1403
28583,High School,,1548
15684,Graduate,STEM,1146
789,Graduate,STEM,1586
19696,Graduate,STEM,1260
31941,Graduate,STEM,1953
21605,Graduate,STEM,1989
23871,Masters,STEM,1613
24893,Graduate,STEM,1848
5497,,,1113
16692,Masters,STEM,1693
6570,High School,,1257
29373,Graduate,STEM,1838
20273,Graduate,STEM,1648
31108,Graduate,STEM,1341
6213,Masters,Business Degree,1729
7888,Graduate,STEM,1482
14563,Graduate,STEM,1386
26590,Masters,STEM,1913
1756,Masters,STEM,1056
16361,Graduate,STEM,1564
10521,Masters,STEM,1572
25420,Graduate,STEM,1552
22813,Masters,STEM,1456
8391,Graduate,STEM,1258
20708,Graduate,STEM,1824
9069,Graduate,STEM,1877
20272,Graduate,STEM,1547
18817,Graduate,STEM,1749
17422,Masters,STEM,1371
19919,Graduate,Business Degree,1219
24531,Graduate,STEM,1662
11349,Graduate,STEM,1799
15246,Graduate,STEM,1687
30703,Graduate,STEM,1625
33276,Masters,Humanities,1425
17182,Graduate,No Major,1250
19568,Masters,STEM,1008
3566,Graduate,STEM,1431
9757,Graduate,STEM,1862
1539,Graduate,STEM,1831
21322,Graduate,STEM,1386
18630,Graduate,STEM,1218
2205,Graduate,STEM,1763
441,Masters,STEM,1565
12648,Graduate,STEM,1858
22546,Graduate,STEM,1020
14780,Masters,STEM,1697
27309,Graduate,STEM,1443
14827,Phd,STEM,1051
4763,Graduate,STEM,1702
29480,High School,,1095
26287,Graduate,STEM,1064
31330,Graduate,STEM,1018
24894,Graduate,STEM,1553
5821,Graduate,STEM,1040
6222,Masters,STEM,1369
4470,Masters,STEM,1402
19489,Graduate,STEM,1240
20582,Graduate,STEM,2000
26510,High School,,1675
32345,Graduate,STEM,1079
13672,Masters,STEM,1477
17246,Graduate,STEM,1528
18058,Graduate,STEM,1727
10136,Graduate,Humanities,1280
